user_id,age,gender,location,income_level,activity_score,rewards
2159,45,Female,Delhi,High,0,Cashback;Coupon10
2160,28,Female,Chennai,Low,24,Coupon10;TShirt;GiftCard
2161,24,Other,Bangalore,Medium,80,Coupon10;Voucher;GiftCard
2162,23,Female,Bangalore,Medium,30,Coupon10;TShirt;GiftCard
2163,20,Other,Mumbai,Low,43,Voucher;Coupon10;Cashback
2164,49,Male,Kolkata,High,37,TShirt
2165,44,Male,Kolkata,Medium,75,TShirt;Cashback
2166,30,Female,Kolkata,High,79,GiftCard
2167,29,Male,Chennai,Low,17,GiftCard;TShirt
2168,37,Male,Kolkata,Medium,55,TShirt
2169,32,Female,Kolkata,Medium,71,Voucher
2170,42,Other,Chennai,Low,71,Coupon10
2171,42,Female,Mumbai,High,65,Coupon10;GiftCard
2172,58,Male,Kolkata,High,96,TShirt;Coupon10;GiftCard
2173,22,Female,Mumbai,Medium,33,Coupon10;GiftCard
2174,33,Other,Chennai,Medium,87,Cashback;TShirt;GiftCard
2175,50,Other,Bangalore,High,90,Coupon10;GiftCard
2176,43,Female,Bangalore,Medium,85,GiftCard
2177,50,Other,Delhi,Low,63,TShirt
2178,36,Female,Mumbai,Medium,18,Voucher;Coupon10
2179,27,Male,Kolkata,Medium,23,TShirt;Coupon10;GiftCard
2180,49,Other,Chennai,Medium,82,TShirt;GiftCard;Cashback
2181,33,Female,Chennai,High,5,Cashback;Coupon10;TShirt
2182,43,Male,Delhi,Medium,28,Cashback;TShirt
2183,41,Male,Chennai,Medium,5,GiftCard;Cashback;Coupon10
2184,55,Other,Delhi,Low,12,Voucher;TShirt
2185,46,Male,Delhi,Medium,74,Coupon10
2186,26,Other,Mumbai,High,57,Coupon10;TShirt
2187,59,Other,Delhi,Low,94,Voucher;Coupon10
2188,37,Male,Bangalore,Medium,61,GiftCard;Coupon10;TShirt
2189,25,Female,Kolkata,High,27,Voucher;GiftCard
2190,50,Female,Chennai,Low,66,Coupon10;GiftCard;Cashback
2191,45,Male,Mumbai,High,82,Cashback;GiftCard
2192,59,Male,Chennai,High,4,TShirt;GiftCard;Voucher
2193,56,Other,Delhi,Low,3,TShirt
2194,45,Female,Delhi,High,51,Coupon10
2195,36,Female,Mumbai,High,38,Coupon10
2196,39,Female,Chennai,High,26,TShirt;Voucher
2197,42,Female,Kolkata,High,48,Voucher;Cashback;GiftCard
2198,30,Female,Delhi,Medium,0,Cashback;Voucher
2199,52,Other,Mumbai,High,58,Coupon10;Voucher;TShirt
2200,19,Male,Chennai,Low,56,GiftCard;Voucher
2201,41,Other,Delhi,Low,83,GiftCard;TShirt;Cashback
2202,39,Male,Delhi,Low,51,Cashback;GiftCard
2203,45,Female,Kolkata,Medium,68,Coupon10;GiftCard
2204,57,Other,Mumbai,Medium,64,Coupon10;GiftCard
2205,35,Other,Delhi,High,32,Voucher
2206,34,Male,Mumbai,Low,70,GiftCard;Cashback;Coupon10
2207,21,Other,Chennai,Low,18,Coupon10;Cashback
2208,49,Other,Mumbai,Low,67,Voucher;Coupon10;Cashback
2209,23,Male,Bangalore,High,15,Coupon10
2210,45,Female,Mumbai,Medium,87,Voucher;TShirt
2211,56,Female,Delhi,High,97,GiftCard;Coupon10
2212,55,Female,Kolkata,Low,63,Coupon10
2213,57,Female,Kolkata,Medium,28,Voucher;Coupon10
2214,57,Other,Kolkata,Low,33,Coupon10;GiftCard;Cashback
2215,30,Male,Kolkata,Low,16,Cashback;Coupon10;GiftCard
2216,39,Other,Delhi,Medium,71,Voucher;Cashback
2217,57,Other,Chennai,Medium,29,Cashback
2218,31,Female,Bangalore,High,85,TShirt;Cashback
2219,35,Other,Kolkata,High,11,Voucher;GiftCard
2220,58,Male,Mumbai,Low,95,GiftCard;Coupon10
2221,51,Male,Delhi,Medium,31,Cashback
2222,40,Male,Kolkata,Low,80,Cashback
2223,59,Other,Chennai,High,77,Voucher;Coupon10;TShirt
2224,23,Other,Delhi,Medium,87,Coupon10;Cashback;TShirt
2225,37,Male,Delhi,High,70,Coupon10;TShirt;Cashback
2226,24,Female,Kolkata,High,9,Coupon10
2227,29,Other,Chennai,Medium,98,Voucher;TShirt
2228,50,Male,Mumbai,Low,72,Cashback;Coupon10
2229,21,Male,Mumbai,High,65,Voucher;Coupon10;Cashback
2230,32,Male,Kolkata,High,67,GiftCard;Cashback
2231,58,Male,Mumbai,Medium,67,TShirt;Voucher;GiftCard
2232,34,Male,Kolkata,Low,100,Coupon10
2233,19,Male,Delhi,High,64,Voucher;TShirt;Coupon10
2234,50,Female,Chennai,High,26,Cashback;TShirt;GiftCard
2235,38,Female,Delhi,Low,0,Voucher;GiftCard;Coupon10
2236,36,Other,Delhi,High,71,Coupon10;Voucher
2237,29,Other,Mumbai,Medium,35,Coupon10
2238,24,Other,Delhi,Medium,81,Coupon10;Cashback;TShirt
2239,56,Other,Delhi,High,89,TShirt;Voucher;GiftCard
2240,37,Other,Chennai,High,81,GiftCard;Coupon10
2241,58,Female,Chennai,Low,25,Coupon10
2242,26,Female,Chennai,High,98,TShirt;Voucher
2243,51,Female,Bangalore,Medium,54,TShirt;Voucher
2244,55,Male,Bangalore,High,62,GiftCard;Cashback;Voucher
2245,28,Other,Bangalore,High,24,Cashback
2246,29,Female,Kolkata,Low,3,Cashback;TShirt
2247,58,Male,Mumbai,High,69,GiftCard;TShirt;Voucher
2248,33,Male,Kolkata,Medium,5,Cashback;GiftCard;Coupon10
2249,21,Male,Mumbai,Medium,67,Cashback;Coupon10
2250,41,Other,Bangalore,High,20,TShirt;GiftCard
2251,45,Female,Kolkata,Low,76,Coupon10;Voucher
2252,23,Female,Bangalore,Medium,63,Coupon10
2253,36,Female,Kolkata,High,48,Cashback
2254,52,Other,Bangalore,High,7,Cashback
2255,44,Female,Chennai,Low,37,Coupon10
2256,41,Male,Mumbai,High,65,Coupon10;Voucher
2257,31,Male,Bangalore,Low,73,Cashback;Coupon10;GiftCard
2258,59,Female,Bangalore,High,97,Cashback;Voucher;Coupon10
2259,33,Other,Bangalore,Low,24,GiftCard;Voucher
2260,55,Other,Kolkata,Medium,32,Cashback
2261,56,Female,Bangalore,Medium,80,Cashback
2262,18,Other,Chennai,Medium,94,TShirt;Coupon10;GiftCard
2263,37,Female,Kolkata,Medium,60,Voucher
2264,36,Other,Kolkata,Medium,96,GiftCard;Voucher
2265,41,Female,Mumbai,Medium,6,GiftCard;Cashback;Coupon10
2266,58,Male,Delhi,Medium,89,Coupon10;Cashback;GiftCard
2267,46,Other,Mumbai,High,37,TShirt;GiftCard
2268,22,Female,Mumbai,Medium,5,Cashback;GiftCard
2269,53,Other,Chennai,Low,89,TShirt
2270,42,Male,Chennai,High,6,TShirt;Cashback;GiftCard
2271,49,Female,Mumbai,Low,40,Voucher;TShirt;Coupon10
2272,36,Other,Kolkata,Low,64,Coupon10
2273,35,Other,Chennai,Medium,39,TShirt;Voucher;GiftCard
2274,30,Male,Kolkata,High,13,GiftCard;Voucher
2275,44,Other,Delhi,High,26,Cashback;Voucher
2276,41,Female,Bangalore,High,56,GiftCard;Cashback
2277,40,Other,Kolkata,Medium,41,TShirt
2278,47,Female,Kolkata,Low,5,Cashback;Coupon10;TShirt
2279,40,Female,Delhi,Medium,24,TShirt;Coupon10;Voucher
2280,42,Other,Delhi,Low,49,Coupon10
2281,31,Female,Chennai,High,0,Cashback
2282,57,Male,Mumbai,Low,95,Coupon10
2283,57,Female,Mumbai,Medium,6,Cashback;TShirt
2284,53,Other,Bangalore,High,41,Cashback;TShirt;GiftCard
2285,54,Female,Kolkata,Low,100,TShirt;Coupon10
2286,33,Male,Bangalore,Low,33,Coupon10
2287,40,Male,Chennai,High,62,Coupon10;TShirt;Voucher
2288,21,Male,Delhi,High,30,Coupon10
2289,41,Male,Chennai,Low,73,GiftCard
2290,45,Female,Chennai,High,94,Voucher;Coupon10
2291,18,Other,Kolkata,Low,0,TShirt
2292,36,Male,Chennai,Medium,78,TShirt;Cashback
2293,47,Other,Mumbai,Medium,34,TShirt;GiftCard;Coupon10
2294,45,Female,Mumbai,Low,59,Coupon10;Voucher;GiftCard
2295,55,Male,Chennai,Medium,10,Coupon10;Cashback
2296,29,Male,Mumbai,Medium,70,GiftCard;Cashback;TShirt
2297,54,Male,Bangalore,High,18,Coupon10;Voucher
2298,29,Other,Mumbai,Medium,46,GiftCard;Voucher;Coupon10
2299,57,Male,Bangalore,Medium,8,Coupon10;Voucher;Cashback
2300,42,Other,Kolkata,Low,29,Voucher
2301,33,Other,Chennai,High,100,Coupon10
2302,35,Other,Kolkata,Medium,0,TShirt;GiftCard
2303,32,Other,Bangalore,Low,90,Cashback
2304,19,Female,Mumbai,High,65,GiftCard
2305,47,Female,Chennai,High,55,TShirt
2306,37,Other,Delhi,Low,21,Voucher
2307,58,Female,Bangalore,Medium,14,Cashback
2308,18,Male,Kolkata,Medium,89,Voucher;Cashback
2309,39,Female,Bangalore,High,69,GiftCard;Cashback;Coupon10
2310,45,Male,Chennai,High,3,TShirt
2311,48,Male,Delhi,Medium,88,Voucher;Coupon10;TShirt
2312,41,Other,Bangalore,Low,27,Cashback;GiftCard
2313,35,Female,Delhi,Low,78,TShirt;Cashback;GiftCard
2314,59,Male,Mumbai,Medium,53,Cashback;GiftCard;TShirt
2315,36,Female,Chennai,Medium,71,Cashback;Voucher;TShirt
2316,49,Male,Bangalore,Medium,41,Cashback
2317,40,Male,Kolkata,High,59,Cashback;TShirt;Voucher
2318,23,Other,Kolkata,High,5,GiftCard;TShirt;Cashback
2319,35,Female,Chennai,High,26,Cashback
2320,40,Male,Mumbai,Low,32,GiftCard;Coupon10
2321,56,Other,Chennai,Medium,76,Voucher
2322,47,Female,Chennai,Medium,51,TShirt
2323,30,Male,Kolkata,High,80,Cashback;Coupon10
2324,48,Female,Kolkata,Medium,92,TShirt;GiftCard;Voucher
2325,40,Other,Delhi,Low,77,GiftCard;Coupon10;Voucher
2326,25,Female,Chennai,High,39,Voucher;Coupon10
2327,43,Female,Bangalore,Low,58,Cashback;GiftCard;Voucher
2328,52,Female,Mumbai,Medium,26,Voucher;TShirt;Cashback
2329,34,Other,Chennai,Medium,85,Cashback;Coupon10;GiftCard
2330,31,Other,Chennai,Low,44,Voucher;GiftCard;TShirt
2331,31,Female,Kolkata,Medium,85,GiftCard;Coupon10;Cashback
2332,25,Other,Delhi,Low,70,Voucher
2333,44,Other,Bangalore,High,91,Coupon10;Voucher;GiftCard
2334,38,Other,Mumbai,High,8,TShirt
2335,20,Female,Bangalore,Medium,44,TShirt;GiftCard;Cashback
2336,38,Other,Delhi,Low,76,Cashback;GiftCard;TShirt
2337,27,Male,Kolkata,Medium,49,Coupon10;GiftCard;Voucher
2338,42,Male,Bangalore,Low,40,TShirt
2339,55,Female,Chennai,Medium,14,Cashback;TShirt;Voucher
2340,29,Female,Chennai,Low,33,Voucher;Cashback;TShirt
2341,46,Male,Delhi,Low,63,Cashback;TShirt
2342,50,Female,Chennai,High,39,Voucher;Cashback
2343,53,Other,Bangalore,High,92,Voucher;Coupon10
2344,23,Other,Bangalore,High,45,Cashback;GiftCard;TShirt
2345,38,Female,Delhi,Medium,85,Voucher;GiftCard
2346,40,Male,Bangalore,Medium,72,TShirt
2347,47,Female,Delhi,Low,82,Coupon10;Cashback
2348,35,Female,Delhi,Medium,40,Voucher
2349,22,Other,Mumbai,Medium,83,GiftCard
2350,28,Male,Delhi,Low,26,Coupon10
2351,55,Other,Mumbai,Low,68,Cashback;TShirt
2352,27,Female,Delhi,Low,24,Cashback;Voucher
2353,19,Female,Bangalore,Medium,46,GiftCard;TShirt
2354,47,Female,Chennai,High,14,Coupon10
2355,29,Other,Bangalore,High,77,Coupon10;GiftCard
2356,54,Male,Chennai,High,49,GiftCard;Cashback;Voucher
2357,27,Male,Delhi,Low,5,Cashback;GiftCard
2358,48,Female,Kolkata,Low,62,Voucher
2359,50,Other,Chennai,High,74,Cashback;GiftCard
2360,26,Male,Bangalore,Low,87,TShirt;Coupon10
2361,52,Female,Mumbai,Low,10,Coupon10
2362,50,Other,Chennai,Medium,14,GiftCard;Coupon10
2363,51,Male,Kolkata,Medium,84,Coupon10
2364,58,Male,Mumbai,High,7,GiftCard
2365,60,Female,Delhi,Low,54,GiftCard;Voucher;TShirt
2366,41,Male,Kolkata,High,69,Coupon10;TShirt;GiftCard
2367,57,Female,Delhi,Low,9,GiftCard;Cashback;Voucher
2368,33,Other,Mumbai,Low,83,Cashback
2369,51,Female,Delhi,High,78,Coupon10;Voucher;GiftCard
2370,34,Female,Chennai,High,35,TShirt;Coupon10;GiftCard
2371,32,Other,Chennai,High,82,Cashback;Coupon10
2372,53,Other,Delhi,High,20,Cashback
2373,30,Male,Mumbai,High,72,TShirt;Cashback;Coupon10
2374,43,Male,Kolkata,High,54,Cashback;GiftCard
2375,33,Female,Chennai,Low,37,Coupon10;TShirt;Cashback
2376,31,Female,Chennai,Low,1,Coupon10;Voucher;GiftCard
2377,51,Other,Mumbai,High,60,GiftCard;Coupon10;Cashback
2378,26,Other,Mumbai,Low,86,Voucher;TShirt;Cashback
2379,40,Male,Kolkata,Medium,63,TShirt
2380,56,Other,Chennai,Low,68,Voucher
2381,44,Male,Chennai,High,37,Cashback;GiftCard;TShirt
2382,33,Female,Delhi,High,9,Cashback
2383,45,Male,Chennai,Medium,47,GiftCard;Voucher;Coupon10
2384,28,Male,Delhi,Low,72,Voucher;GiftCard
2385,42,Female,Delhi,Low,75,TShirt
2386,41,Female,Mumbai,Medium,38,Cashback;Voucher;Coupon10
2387,58,Male,Bangalore,High,63,Cashback;GiftCard;TShirt
2388,49,Other,Chennai,Medium,58,GiftCard
2389,58,Male,Bangalore,Medium,71,GiftCard;Coupon10
2390,27,Male,Mumbai,Low,20,TShirt
2391,31,Female,Kolkata,Low,79,Voucher;Coupon10;Cashback
2392,56,Other,Chennai,High,46,TShirt;Voucher
2393,52,Other,Kolkata,High,58,Voucher
2394,30,Other,Kolkata,High,18,GiftCard
2395,55,Male,Kolkata,High,52,Cashback;TShirt;GiftCard
2396,37,Other,Bangalore,Medium,73,GiftCard;Cashback
2397,30,Other,Kolkata,Medium,55,Cashback;TShirt
2398,47,Female,Kolkata,High,75,Coupon10;GiftCard;TShirt
2399,56,Other,Chennai,Low,5,GiftCard;Voucher;Coupon10
2400,45,Female,Chennai,Low,40,TShirt;GiftCard
2401,51,Other,Kolkata,High,95,Cashback
2402,52,Female,Kolkata,High,57,Cashback
2403,35,Other,Bangalore,High,12,TShirt;Cashback
2404,40,Female,Chennai,Medium,15,GiftCard
2405,44,Other,Mumbai,High,49,Cashback
2406,36,Female,Kolkata,Low,81,TShirt;Voucher
2407,34,Male,Mumbai,High,10,TShirt
2408,45,Male,Chennai,High,44,GiftCard
2409,53,Other,Bangalore,Medium,89,GiftCard
2410,45,Male,Chennai,High,68,GiftCard;Voucher;Coupon10
2411,41,Male,Mumbai,Low,32,Cashback
2412,32,Male,Kolkata,Low,55,GiftCard
2413,19,Male,Chennai,Low,74,Voucher;Coupon10;GiftCard
2414,55,Male,Kolkata,Low,92,TShirt
2415,56,Female,Mumbai,Medium,91,Coupon10
2416,33,Male,Mumbai,Low,68,TShirt
2417,49,Male,Kolkata,Low,36,GiftCard;Cashback;Coupon10
2418,20,Other,Mumbai,High,3,TShirt
2419,56,Female,Kolkata,Low,7,GiftCard
2420,48,Other,Bangalore,Medium,7,Coupon10;TShirt
2421,56,Female,Delhi,Medium,11,GiftCard;Voucher;Coupon10
2422,54,Other,Kolkata,Medium,21,Voucher;TShirt;GiftCard
2423,19,Female,Chennai,Low,46,Voucher;GiftCard
2424,60,Female,Delhi,Low,60,Cashback
2425,18,Other,Kolkata,Low,26,Cashback;GiftCard;Voucher
2426,54,Other,Bangalore,High,82,Voucher;GiftCard;Coupon10
2427,22,Male,Bangalore,High,27,Cashback;TShirt;GiftCard
2428,37,Other,Bangalore,Low,95,Coupon10;Cashback;TShirt
2429,25,Male,Kolkata,High,38,TShirt;Coupon10
2430,25,Male,Kolkata,Medium,18,Coupon10;TShirt;Cashback
2431,24,Male,Bangalore,High,4,Cashback;TShirt
2432,27,Female,Mumbai,Medium,85,TShirt;Cashback
2433,34,Male,Kolkata,Low,76,Cashback;GiftCard
2434,41,Male,Delhi,Low,40,TShirt;Coupon10
2435,50,Male,Kolkata,High,1,Voucher;GiftCard;Cashback
2436,45,Male,Kolkata,High,39,Voucher;Cashback;TShirt
2437,59,Female,Bangalore,Medium,43,GiftCard;TShirt;Cashback
2438,28,Female,Bangalore,Medium,1,Voucher
2439,18,Other,Chennai,Low,85,GiftCard
2440,49,Female,Delhi,High,5,Cashback;TShirt
2441,32,Other,Kolkata,High,34,GiftCard;TShirt
2442,57,Female,Bangalore,High,22,Voucher;Coupon10
2443,46,Male,Mumbai,Medium,44,Voucher;Coupon10
2444,59,Other,Chennai,High,13,TShirt
2445,49,Male,Delhi,High,9,Cashback;GiftCard;Voucher
2446,53,Female,Chennai,Medium,56,Voucher
2447,44,Female,Bangalore,Medium,70,Cashback;Coupon10
2448,42,Female,Bangalore,Low,71,Cashback;Voucher
2449,18,Male,Bangalore,Low,61,GiftCard
2450,30,Male,Kolkata,Medium,88,TShirt;Coupon10
2451,54,Male,Chennai,High,92,Voucher
2452,33,Male,Kolkata,Low,98,Coupon10
2453,23,Other,Delhi,Low,93,TShirt;Cashback;Coupon10
2454,34,Female,Chennai,High,53,Cashback;GiftCard;Coupon10
2455,41,Male,Delhi,High,88,GiftCard;TShirt
2456,37,Other,Delhi,High,80,Coupon10;GiftCard
2457,58,Female,Mumbai,Medium,46,Coupon10;TShirt;GiftCard
2458,47,Male,Kolkata,Medium,49,Coupon10
2459,27,Male,Kolkata,Medium,65,Cashback;Coupon10
2460,53,Male,Bangalore,High,75,GiftCard;Coupon10
2461,45,Female,Mumbai,High,34,GiftCard
2462,20,Other,Chennai,Low,94,TShirt
2463,57,Other,Bangalore,Medium,41,Cashback;Voucher
2464,27,Female,Delhi,Medium,17,TShirt;Cashback
2465,42,Male,Kolkata,Low,40,Coupon10;Voucher;Cashback
2466,39,Male,Mumbai,High,54,Voucher;TShirt
2467,44,Female,Bangalore,Medium,30,GiftCard;Coupon10
2468,34,Other,Bangalore,Medium,69,TShirt
2469,28,Female,Chennai,High,44,Coupon10;GiftCard;TShirt
2470,39,Female,Delhi,High,56,Cashback;Coupon10
2471,31,Female,Kolkata,Low,2,Cashback;TShirt
2472,48,Other,Kolkata,Low,84,TShirt;Voucher
2473,20,Other,Bangalore,Medium,1,TShirt
2474,40,Female,Delhi,Low,43,TShirt
2475,56,Male,Chennai,Low,83,Cashback;TShirt;Coupon10
2476,37,Male,Kolkata,Low,45,Voucher;GiftCard
2477,43,Male,Kolkata,High,42,Voucher
2478,40,Female,Bangalore,Medium,91,Coupon10;TShirt;GiftCard
2479,56,Female,Delhi,Medium,22,GiftCard
2480,19,Female,Kolkata,Low,94,GiftCard
2481,54,Male,Chennai,Low,24,GiftCard
2482,28,Female,Delhi,High,73,Voucher;TShirt
2483,44,Male,Mumbai,High,31,Coupon10;TShirt
2484,21,Other,Bangalore,Medium,4,Voucher;GiftCard;TShirt
2485,54,Female,Chennai,Medium,1,Coupon10;Cashback;GiftCard
2486,51,Male,Bangalore,Low,66,Coupon10;GiftCard;TShirt
2487,57,Other,Mumbai,Medium,72,Coupon10
2488,49,Other,Delhi,High,4,Voucher;Cashback
2489,36,Other,Delhi,High,88,Voucher
2490,55,Other,Mumbai,Low,62,TShirt;GiftCard;Cashback
2491,36,Other,Delhi,Medium,51,Voucher;GiftCard;Coupon10
2492,34,Female,Mumbai,High,35,TShirt;Coupon10;Cashback
2493,28,Female,Chennai,Medium,67,TShirt;Coupon10;Voucher
2494,45,Other,Bangalore,High,67,Voucher
2495,52,Male,Mumbai,High,49,Voucher
2496,33,Other,Delhi,Low,54,Coupon10
2497,41,Male,Kolkata,Low,98,Voucher;Cashback;Coupon10
2498,52,Other,Delhi,Low,23,Cashback;GiftCard
2499,44,Other,Bangalore,High,32,GiftCard
2500,50,Female,Bangalore,High,6,Cashback;TShirt
2501,31,Female,Kolkata,High,7,GiftCard
2502,26,Other,Bangalore,Low,67,GiftCard;Coupon10
2503,22,Male,Chennai,Medium,52,Cashback;GiftCard;Coupon10
2504,32,Male,Mumbai,Medium,3,Coupon10
2505,51,Female,Chennai,Medium,76,Voucher
2506,57,Other,Kolkata,Low,1,Cashback;TShirt
2507,33,Other,Chennai,Low,86,Coupon10;Cashback;TShirt
2508,20,Male,Mumbai,Low,75,Voucher;GiftCard
2509,24,Other,Chennai,High,36,Cashback;Coupon10;TShirt
2510,25,Male,Kolkata,Medium,88,Coupon10;Cashback;Voucher
2511,36,Male,Delhi,Low,61,Coupon10
2512,26,Female,Bangalore,Medium,51,GiftCard;Cashback;TShirt
2513,25,Male,Chennai,Medium,36,Voucher;Coupon10
2514,50,Male,Bangalore,High,99,Voucher
2515,38,Male,Mumbai,Medium,71,Coupon10
2516,45,Female,Delhi,Low,46,TShirt;Coupon10;Cashback
2517,49,Other,Kolkata,Medium,66,Coupon10;TShirt;Cashback
2518,55,Male,Chennai,Low,38,GiftCard;Coupon10
2519,50,Female,Chennai,Medium,58,Coupon10
2520,51,Other,Bangalore,Low,77,Voucher;Coupon10
2521,25,Male,Delhi,Medium,99,GiftCard;TShirt;Coupon10
2522,21,Male,Chennai,High,79,Cashback;Coupon10;GiftCard
2523,21,Other,Bangalore,Medium,8,Cashback;Coupon10
2524,52,Other,Delhi,High,81,Cashback;TShirt
2525,19,Male,Chennai,Low,17,TShirt;Voucher
2526,42,Male,Mumbai,High,1,TShirt;Coupon10
2527,20,Female,Kolkata,Low,83,Coupon10;TShirt
2528,33,Other,Chennai,High,1,Voucher
2529,26,Other,Mumbai,High,92,Voucher;Cashback
2530,38,Female,Chennai,Low,36,Coupon10
2531,51,Other,Mumbai,Medium,100,GiftCard;Coupon10
2532,25,Other,Kolkata,Medium,50,Coupon10
2533,56,Female,Kolkata,High,1,Voucher
2534,47,Female,Chennai,Low,20,TShirt;Cashback
2535,24,Male,Chennai,Low,58,GiftCard
2536,39,Female,Chennai,Medium,46,Cashback;GiftCard
2537,27,Female,Delhi,Medium,46,Voucher
2538,24,Other,Bangalore,High,46,GiftCard;TShirt;Voucher
2539,32,Other,Chennai,High,57,Coupon10;GiftCard
2540,43,Other,Kolkata,Low,58,TShirt;Voucher;GiftCard
2541,22,Male,Kolkata,Low,47,GiftCard;Cashback;Voucher
2542,18,Other,Bangalore,Medium,85,TShirt;Coupon10
2543,23,Male,Bangalore,Low,22,Coupon10
2544,58,Other,Chennai,Low,83,Coupon10;TShirt
2545,58,Male,Mumbai,Medium,83,Coupon10
2546,41,Other,Chennai,Medium,18,Coupon10;Cashback
2547,50,Other,Chennai,Low,23,Voucher;Cashback
2548,60,Male,Mumbai,Low,61,Cashback;Voucher;Coupon10
2549,47,Male,Bangalore,Medium,81,Voucher;Cashback
2550,42,Other,Bangalore,Medium,20,Voucher
2551,47,Other,Chennai,Medium,53,TShirt;Coupon10;Voucher
2552,53,Other,Delhi,Low,29,Coupon10;GiftCard
2553,44,Other,Bangalore,Low,1,TShirt
2554,41,Other,Delhi,Low,49,Voucher;Coupon10;GiftCard
2555,18,Female,Chennai,Medium,76,GiftCard;Voucher;Coupon10
2556,53,Male,Kolkata,Medium,16,GiftCard
2557,46,Female,Chennai,High,46,TShirt;Voucher;GiftCard
2558,30,Other,Chennai,Low,30,Voucher;Coupon10
2559,37,Male,Kolkata,Medium,40,GiftCard
2560,47,Female,Chennai,Medium,62,Voucher;Cashback;GiftCard
2561,56,Female,Bangalore,High,36,Coupon10
2562,56,Other,Mumbai,Low,47,TShirt;Cashback;Voucher
2563,19,Female,Mumbai,High,94,TShirt;Voucher
2564,31,Female,Chennai,Low,33,TShirt;GiftCard;Cashback
2565,35,Other,Bangalore,High,24,Voucher;GiftCard;Cashback
2566,25,Male,Delhi,Medium,64,TShirt;Voucher;Cashback
2567,52,Female,Kolkata,Low,60,Coupon10
2568,54,Other,Chennai,Low,48,Coupon10;TShirt
2569,31,Female,Delhi,Low,56,GiftCard;Voucher
2570,50,Other,Kolkata,Low,71,Cashback;Voucher;GiftCard
2571,28,Other,Mumbai,Low,82,Coupon10;Cashback
2572,30,Other,Delhi,Low,64,Cashback;TShirt;Coupon10
2573,44,Female,Kolkata,Low,89,Cashback
2574,30,Female,Bangalore,High,11,Voucher;Cashback
2575,59,Female,Delhi,Medium,43,TShirt;Voucher;GiftCard
2576,38,Female,Chennai,Medium,62,GiftCard;Voucher;Coupon10
2577,43,Other,Kolkata,High,87,Voucher;TShirt;GiftCard
2578,31,Female,Chennai,High,83,Coupon10;Voucher
2579,38,Female,Bangalore,High,94,Coupon10;Voucher;GiftCard
2580,49,Other,Kolkata,High,59,GiftCard
2581,40,Other,Chennai,Medium,33,Cashback;Coupon10;Voucher
2582,32,Male,Delhi,Low,51,GiftCard;Voucher;TShirt
2583,21,Male,Mumbai,Low,81,Cashback;Voucher
2584,52,Other,Mumbai,Low,82,GiftCard;Cashback;Coupon10
2585,58,Other,Delhi,High,88,Cashback;GiftCard;TShirt
2586,45,Female,Kolkata,High,94,Cashback;GiftCard
2587,52,Other,Mumbai,Low,52,Coupon10;Voucher;GiftCard
2588,22,Other,Delhi,Medium,20,Voucher
2589,45,Female,Delhi,High,96,Coupon10
2590,37,Other,Kolkata,Low,27,TShirt;Voucher;Cashback
2591,26,Other,Bangalore,High,7,Cashback;Voucher;Coupon10
2592,35,Male,Delhi,Low,79,TShirt;Cashback
2593,59,Other,Kolkata,Medium,58,Voucher;GiftCard;Coupon10
2594,21,Other,Kolkata,Low,87,TShirt;Cashback
2595,20,Other,Mumbai,Medium,88,TShirt
2596,46,Male,Bangalore,Medium,68,TShirt;Coupon10
2597,21,Other,Delhi,Low,23,TShirt
2598,48,Male,Kolkata,Low,22,Voucher;Coupon10;GiftCard
2599,42,Female,Chennai,Low,88,Coupon10;TShirt
2600,28,Female,Chennai,Low,32,GiftCard;Cashback;Voucher
2601,26,Female,Mumbai,High,44,TShirt
2602,41,Female,Chennai,High,2,TShirt
2603,29,Male,Delhi,High,43,Coupon10
2604,28,Male,Bangalore,High,99,Voucher;Cashback;TShirt
2605,19,Male,Chennai,High,49,GiftCard;Cashback
2606,59,Other,Bangalore,Low,6,TShirt;Cashback
2607,24,Other,Delhi,Medium,81,Voucher;TShirt;GiftCard
2608,26,Other,Chennai,Low,91,Coupon10;TShirt;Cashback
2609,22,Female,Kolkata,High,74,Coupon10
2610,40,Other,Delhi,Low,64,TShirt;Voucher;Coupon10
2611,55,Female,Mumbai,Medium,20,GiftCard;TShirt
2612,52,Other,Kolkata,Medium,34,GiftCard;Coupon10
2613,48,Male,Delhi,Medium,55,Voucher;GiftCard;Coupon10
2614,56,Other,Delhi,High,35,GiftCard;Cashback
2615,41,Other,Delhi,High,16,Cashback;Coupon10;TShirt
2616,52,Female,Mumbai,Medium,26,Coupon10;Cashback;Voucher
2617,51,Male,Delhi,Medium,41,Coupon10
2618,55,Female,Bangalore,Low,38,TShirt;GiftCard;Voucher
2619,45,Other,Mumbai,Low,100,Cashback;Coupon10
2620,40,Female,Mumbai,Medium,69,Voucher;Cashback;TShirt
2621,53,Other,Chennai,High,77,Voucher;GiftCard
2622,36,Female,Bangalore,High,5,TShirt;Voucher;Coupon10
2623,42,Male,Bangalore,Medium,80,Coupon10;Voucher
2624,41,Other,Chennai,Medium,8,Cashback;Voucher
2625,27,Female,Mumbai,Low,5,Coupon10;GiftCard;Cashback
2626,45,Male,Delhi,Low,21,Coupon10;TShirt;GiftCard
2627,25,Male,Delhi,Medium,75,Coupon10;Cashback
2628,24,Male,Mumbai,Low,46,GiftCard
